cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,prtvtcat,prtvtdbe,prtvtdbg,prtvtgch,prtvtbcy,prtvtecz,prtvede1,prtvede2,prtvtddk,prtvtgee,prtvtees,prtvtdfi,prtvtdfr,prtvtcgb,prtvtahr,prtvtfhu,prtvtcie,prtvtcis,prtvtcit,prtvblt1,prtvblt2,prtvblt3,prtvtalv,prtvtme,prtvtgnl,prtvtbno,prtvtdpl,prtvtcpt,prtvtrs,prtvtcse,prtvtfsi,prtvtdsk,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,prtcldat,prtcldbe,prtcldbg,prtclgch,prtclbcy,prtclecz,prtclede,prtclddk,prtclgee,prtclfes,prtclefi,prtclffr,prtclcgb,prtclahr,prtclghu,prtcleie,prtclcis,prtcldit,prtclblt,prtclalv,prtclme,prtclfnl,prtclbno,prtclhpl,prtclept,prtclrs,prtclcse,prtclfsi,prtcldsk,prtdgcl,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdnm,rlgdnbat,rlgdnbe,rlgdnach,rlgdncy,rlgdnade,rlgdnafi,rlgdngb,rlgdnhu,rlgdnie,rlgdnais,rlgdnlt,rlgdnlv,rlgdme,rlgdnnl,rlgdnno,rlgdnapl,rlgdnrs,rlgdnase,rlgdnask,rlgblge,rlgdnme,rlgdebat,rlgdebe,rlgdeach,rlgdecy,rlgdeade,rlgdeafi,rlgdegb,rlgdehu,rlgdeie,rlgdeais,rlgdelt,rlgdelv,rlgdeme,rlgdenl,rlgdeno,rlgdeapl,rlgders,rlgdease,rlgdeask,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzshipd,brncntr,cntbrthd,livecnta,lnghom1,lnghom2,blgetmg,facntr,fbrncntc,mocntr,mbrncntc,admdw,vteurmmb,vteumbgb,vteubcmb,evpdemp,pdempyr,lvpntyr,evlvptn,lvptnyr,evmar,maryr,bthcld,nbthcld,fcldbrn,ycldbyr,ngchld,ygcdbyr,ggchld,admge,ageadlt,agemage,ageoage,iaglptn,iagmr,iagpnt,iagrtr,tygledu,tyglvp,tygmr,tygpnt,tygrtr,tolvpnt,tochld,towkht,anvcld,alvgptn,acldnmr,aftjbyc,advcyc,plnftr,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,agea,yrbrn,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,rshipa2,rshipa3,rshipa4,rshipa5,rshipa6,rshipa7,rshipa8,rshipa9,rshipa10,rshipa11,rshipa12,rshipa13,rshipa14,rshipa15,rshpsts,rshpsgb,lvgptnea,dvrcdeva,marsts,marstgb,maritalb,chldhhe,domicil,edulvlb,eisced,edlveat,edlvebe,edlvebg,edlvdch,edlvgcy,edlvdcz,edubde1,eduade2,eduade3,edlvddk,edlvdee,edlvges,edlvdfi,edlvdfr,educgb1,edubgb2,edagegb,edlvehr,edlvdhu,edlvdie,edlvdis,edlveit,edlvdlt,edlvdlv,edlvdme,edlvenl,edlvdno,edlvgpl,edlvdpt,edlvdrs,edlvdse,edlvesi,edlvdsk,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngref,dngdk,dngna,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctra,estsz,jbspv,njbspv,wkdcorga,iorgact,wkhct,icwhct,wkhtot,nacer2,tporgwk,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrca,hinctnta,hincfel,iincsrc,edulvlpb,eiscedp,edlvpeat,edlvpebe,edlvpebg,edlvpdch,edlvpgcy,edlvpdcz,edupbde1,edupade2,edupade3,edlvpddk,edlvpdee,edlvpfes,edlvpdfi,edlvpdfr,edupcgb1,edupbgb2,edagepgb,edlvpehr,edlvpdhu,edlvpdie,edlvpdis,edlvpeit,edlvpdlt,edlvpdlv,edlvpdme,edlvpenl,edlvpdno,edlvpfpl,edlvpdpt,edlvpdrs,edlvpdse,edlvpesi,edlvpdsk,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,isco08p,emprelp,wkhtotp,edulvlfb,eiscedf,edlvfeat,edlvfebe,edlvfebg,edlvfdch,edlvfgcy,edlvfdcz,edufbde1,edufade2,edufade3,edlvfddk,edlvfdee,edlvffes,edlvfdfi,edlvfdfr,edufcgb1,edufbgb2,edagefgb,edlvfehr,edlvfdhu,edlvfdie,edlvfdis,edlvfeit,edlvfdlt,edlvfdlv,edlvfdme,edlvfenl,edlvfdno,edlvffpl,edlvfdpt,edlvfdrs,edlvfdse,edlvfesi,edlvfdsk,emprf14,occf14b,edulvlmb,eiscedm,edlvmeat,edlvmebe,edlvmebg,edlvmdch,edlvmgcy,edlvmdcz,edumbde1,edumade2,edumade3,edlvmddk,edlvmdee,edlvmfes,edlvmdfi,edlvmdfr,edumcgb1,edumbgb2,edagemgb,edlvmehr,edlvmdhu,edlvmdie,edlvmdis,edlvmeit,edlvmdlt,edlvmdlv,edlvmdme,edlvmenl,edlvmdno,edlvmfpl,edlvmdpt,edlvmdrs,edlvmdse,edlvmesi,edlvmdsk,emprm14,occm14b,atncrse,anctry1,anctry2,frprtpl,gvintcz,poltran,ifredu,ifrjob,evfredu,evfrjob,fvgabc,infqbst,grspnum,grsplet,netinum,netilet,grspfr,netifr,frlgrsp,frlneti,occinfr,topinfr,btminfr,wltdffr,recskil,recexp,recknow,recimg,recgndr,sofrdst,sofrwrk,sofrpr,sofrprv,ppldsrv,jstprev,pcmpinj,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,regunit,dweight,pspwght,pweight,anweight
FR,20,5,60,5,6,7,3,1,2,2,2,0,5,8,3,3,0,0,2,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,8,10,1,1,1,3,3,1,5,3,5,0,4,4,3,1,1,1,9,7,4,2,2,2,2,3,10,2,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,1,2,,,1,1968,1970,2,6666,2,6666,2,66,6666,6666,66,6666,6,1,18,30,65,25,25,25,65,18,17,17,18,60,25,40,60,2,1,1,3,1,10,1,1,6,6,6,6,6,6,6,,,,,,,,80,1938,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,2,2,6,,6,2,3,710,7,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,1,0,0,0,0,0,0,66,6,1,6,6666,1,66666,1,1,1,6,10,10,48,1,60,20,4,5169,2,2,6,6,3,4,3,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,2,9,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,3,2,2,8,5,5,4,2,2,666666666,66,2000,66,6,0,666666666,666666666,-1,0,-2,2,3,4,3,2,3,1,1,2,4,4,4,3,2,6,1,2,1,2,2,1,1,4,3,1,5,1,2,2,5,2,1,1,6,FR10,2,0.543064237,0.44370693,2.726686716,1.209849791
FR,15,5,120,0,3,4,2,1,1,2,1,1,1,6,2,1,1,1,2,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,6,5,4,1,1,1,5,8,2,1,5,1,5,3,3,3,2,3,2,9,6,2,2,2,2,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,3,7,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6666,1,6666,6666,FRE,0,1,1,6666,1,6666,3,1,,,1,2014,2013,1,2013,2,6666,1,1,2016,6666,66,6666,6,1,20,40,65,25,30,27,55,16,18,20,18,40,20,40,55,5,5,5,2,5,8,2,2,1,6,6,6,6,6,6,,,,,,,,21,1997,2016,6666,6666,6666,6666,6666,6666,,,,,,,,2,66,66,66,66,66,66,,,,,,,,66,,1,2,6,,6,6,3,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,13,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,2,66666,7,5,35,1,35,47,4,9334,2,2,6,6,3,1,2,3,1,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,4,66,0,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,8,2,11050,555555,1,1,1,5,2,7,3,1,2,888888888,2,888888888,2,-4,-4,1700,1400,-4,3,-4,3,2,2,3,1,3,3,1,1,1,5,1,4,1,5,1,1,1,1,7,1,1,1,1,1,6,2,1,4,3,2,2,2,1,FRI1,2,0.563663483,0.55866915,2.726686716,1.52331575
FR,5,5,420,7,7,5,2,3,2,3,2,4,7,6,5,3,6,7,1,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,1,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,7,3,3,5,5,6,2,1,5,1,8,1,1,1,6,7,7,8,6,3,4,2,2,2,3,5,4,2,66,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,1989,1987,1,1987,2,6666,1,2,1997,2002,0,6666,6,2,25,40,80,22,30,30,60,20,22,25,28,50,30,60,65,3,3,3,3,3,8,3,2,1,1,6,6,6,6,6,,,,,,,,53,1966,1962,2002,6666,6666,6666,6666,6666,,,,,,,,1,2,66,66,66,66,66,,,,,,,,2,,1,2,66,,2,6,3,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,14,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,2,66666,8,8,35,1,35,28,4,2433,2,1,2,2,3,1,6,1,1,323,4,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,5223,1,35,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,6,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,2,2,11050,555555,3,2,3,7,7,6,6,1,2,2290,66,1750,66,-1,-1,2500,2000,-1,1,-2,3,4,3,1,1,1,3,2,2,4,3,3,3,2,5,1,2,3,2,5,2,1,1,1,1,2,2,3,2,2,1,1,4,2,FRF2,2,1.687952995,1.235358834,2.726686716,3.368436523
FR,90,1,6666,9,10,10,1,1,1,1,1,3,7,10,8,1,1,0,1,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,8,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,0,0,0,0,7,5,2,4,2,5,0,1,4,3,4,0,1,2,6,2,8,2,4,4,1,10,3,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,2,ES,1,6666,1,2,,,1,1955,1952,1,1959,1,1959,1,3,1960,1967,4,2000,2,1,17,888,70,17,20,19,60,888,20,20,20,60,20,35,888,5,3,3,1,1,10,1,2,6,6,6,6,6,6,6,,,,,,,,82,1936,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,2,2,5,,5,1,3,113,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,88,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1979,3,66666,3,1,2,66666,88,88,666,2,40,97,5,9111,2,2,6,6,3,4,1,3,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,1,8,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,1,8,2,13010,11058,2,1,1,0,0,8,7,2,2,666666666,66,964,66,6,-3,666666666,1500,8,0,-2,-3,3,8,3,8,2,1,1,1,4,4,8,4,3,4,1,4,2,4,8,2,2,2,1,1,2,1,6,2,4,1,1,4,2,FRI1,2,0.559961855,0.625513971,2.726686716,1.705580635
FR,15,5,300,2,4,2,4,2,3,2,3,6,8,7,5,3,6,8,3,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,8,5,6,9,3,10,4,1,5,2,8,1,2,2,7,4,4,9,5,2,1,1,2,1,3,7,7,2,66,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6666,1,6666,6666,FRE,ENG,1,1,6666,2,KR,1,1,,,2,6666,2017,2,6666,2,6666,2,66,6666,6666,66,6666,6,1,22,27,75,22,30,30,65,20,18,23,25,55,22,50,65,5,5,5,5,5,9,1,1,6,6,6,6,6,6,6,,,,,,,,20,1999,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,2,2,6,,6,2,1,620,6,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,13,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,1,2016,3,66666,3,1,2,66666,6,3,10,1,10,47,6,2431,2,2,6,6,3,8,1,3,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,710,7,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,3,66,710,7,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,3,66,1,11050,11058,1,3,2,10,88,9,6,6,6,666666666,66,666666666,66,6,6,666666666,666666666,6,0,-1,0,4,4,3,4,2,4,4,4,5,3,5,3,3,5,4,2,1,1,3,1,5,2,1,2,2,2,1,5,2,1,2,6,5,FR10,2,0.530418396,0.90929085,2.726686716,2.479351282
FR,60,1,6666,3,5,4,3,2,1,1,2,2,5,6,2,1,88,88,1,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,6,4,2,6,5,8,2,3,2,5,2,2,2,2,5,6,5,5,6,1,2,2,4,3,3,8,5,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,5,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,2,AM,2,AM,1,1,,,1,2014,1973,1,1973,1,1973,1,3,1976,1979,0,6666,6,2,24,40,75,25,29,29,60,16,18,20,25,55,0,50,65,3,3,3,5,3,8,1,1,6,6,6,6,6,6,6,,,,,,,,66,1952,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,2,1,4,,4,1,1,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2014,1,66666,1,2,2,66666,7,0,39,1,39,43,4,9312,2,2,6,6,3,4,2,3,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,113,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,7,113,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,66,2,11058,11050,2,2,1,5,5,5,4,2,2,666666666,66,1110,66,6,-3,666666666,1600,-2,-1,-3,-2,4,4,3,3,2,2,2,1,3,3,5,5,4,6,2,6,1,5,4,1,1,5,4,2,6,1,6,7,5,1,3,2,6,FRL0,2,0.548360884,0.732645154,2.726686716,1.997693809
FR,30,4,30,4,6,4,3,1,2,1,3,2,5,7,4,2,1,1,1,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,5,3,0,0,6,6,1,1,5,3,5,2,3,4,2,6,4,6,2,0,3,1,2,3,3,7,4,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1986,1984,1,1984,1,1986,1,2,1988,1991,0,6666,6,2,18,20,70,18,30,30,60,16,18,18,18,50,30,50,65,3,3,3,3,3,5,2,2,1,6,6,6,6,6,6,,,,,,,,55,1963,1959,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,1,2,66,,1,1,4,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,15,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,1,6,1,2,66666,8,8,666,2,60,10,5,4120,2,2,6,6,3,2,5,1,2,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,7511,2,70,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,4,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,4,2,11050,555555,3,3,2,5,2,6,4,1,2,1000,66,700,66,-4,-4,2000,1900,-3,1,-1,4,3,2,3,2,4,2,2,3,5,4,3,3,3,5,3,5,3,5,5,2,2,2,3,2,5,2,5,2,5,2,1,3,3,FRE2,2,1.134464622,0.739024341,2.726686716,2.015087854
FR,90,5,90,3,7,3,2,2,2,3,2,5,6,6,4,5,4,5,2,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,3,6,7,3,5,4,7,8,2,1,5,2,6,2,3,2,7,8,4,8,4,1,3,2,2,2,3,9,5,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,1989,1988,1,1993,1,1998,1,1,2002,6666,0,6666,6,1,18,30,65,25,30,30,60,20,18,18,16,50,26,35,60,2,4,4,4,2,2,3,1,2,1,6,6,6,6,6,,,,,,,,46,1972,1969,2002,6666,6666,6666,6666,6666,,,,,,,,1,2,66,66,66,66,66,,,,,,,,3,,6,1,4,,4,6,3,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,10,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,6,1,2,66666,9,9,666,2,70,49,5,8322,2,2,6,6,3,1,7,2,2,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,5223,1,40,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,7,113,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,5,1,11051,11050,2,2,2,5,8,6,5,1,2,2500,66,2200,66,-2,-2,3000,2500,-3,0,-1,-1,4,3,2,2,1,1,1,2,4,2,4,4,2,5,3,4,3,4,5,2,2,1,2,1,5,2,4,1,2,1,1,3,2,FRH0,2,1.710816264,1.128808022,2.726686716,3.077905837
FR,45,5,20,5,3,5,3,8,1,1,1,4,8,9,5,3,6,7,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,7,5,6,5,6,6,7,1,1,5,2,6,2,2,2,7,8,6,7,5,1,2,2,4,3,3,10,10,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,4,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1962,1962,1,1963,1,1963,1,4,1965,1972,3,2001,2,2,21,40,80,18,0,0,0,888,17,0,0,0,30,50,888,1,5,4,5,3,0,1,2,6,6,6,6,6,6,6,,,,,,,,76,1942,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,2,1,,1,1,2,313,4,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1993,1,66666,1,4,2,66666,10,5,19,1,35,85,2,2330,2,2,6,6,2,4,5,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,9,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,9,2,11050,11051,1,3,3,5,5,5,5,2,2,666666666,66,888888888,8,6,0,666666666,666666666,0,0,-2,3,4,4,3,4,3,1,1,1,5,5,4,4,6,6,1,6,1,6,6,1,1,2,1,1,6,1,6,1,6,1,1,1,6,FRH0,2,0.561151445,0.338510871,2.726686716,0.923013095
FR,1200,3,6666,5,6,5,3,2,1,3,2,8,8,8,4,4,5,5,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,2,5,8,7,7,8,6,7,2,3,3,5,9,8,8,8,5,5,6,8,5,3,3,2,2,2,3,10,10,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,8,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,2,DZ,1960,FRE,0,2,1,6666,2,DZ,3,1,,,1,1965,1963,2,6666,2,6666,2,66,6666,6666,66,6666,6,1,20,75,90,20,22,25,68,20,19,15,16,68,20,40,68,5,3,2,2,2,8,1,2,6,6,6,6,6,6,6,,,,,,,,76,1943,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,2,2,6,,6,2,3,620,6,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2002,1,66666,1,3,2,66666,0,0,20,1,36,85,2,2330,2,2,6,6,2,4,5,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,1,1,620,6,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,1,1,2,11050,555555,3,3,3,9,8,7,7,2,2,666666666,66,888888888,6,6,-1,666666666,2000,0,0,-1,0,3,3,2,2,2,3,2,2,3,2,2,3,3,5,2,4,3,4,8,3,3,3,3,3,5,3,5,3,2,3,3,5,5,FRL0,2,0.567897141,0.434100956,2.726686716,1.183657309
FR,0,5,360,5,5,5,4,1,2,1,1,88,0,5,0,0,0,5,2,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,5,0,0,0,5,5,2,1,5,1,5,8,8,8,5,5,5,7,7,2,3,2,3,3,3,2,2,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,55,,,1,2016,2015,1,2015,2,6666,2,66,6666,6666,66,6666,6,2,0,30,888,20,888,0,0,888,0,888,888,888,35,50,888,3,3,3,3,3,7,3,2,2,2,6,6,6,6,6,,,,,,,,20,1998,1965,1990,6666,6666,6666,6666,6666,,,,,,,,3,4,66,66,66,66,66,,,,,,,,66,,1,2,6,,6,2,3,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,2,3,2,66666,5,0,35,1,35,85,2,9112,2,1,2,1,3,88,88,2,1,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,4,66,321,3,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,1,5,2,11050,11051,8,2,2,5,3,3,3,1,2,888888888,2,888888888,2,0,0,666666666,666666666,8,2,-2,1,2,2,2,2,2,3,2,2,4,3,3,2,4,5,4,5,4,4,5,4,4,4,4,4,5,4,4,4,8,6,4,6,3,FRH0,2,1.682770133,1.260526896,2.726686716,3.437061941
